ID;SABOR;VALOR;ESTADO;TIPO;DATA;FORMA DE PAGAMENTO
4340;calabresa com cream cheese;22;São Paulo;assada;22/10/2024;CRÉDITO
4341;calabresa com queijo;15;São Paulo;assada;18/11/2019;DINHEIRO
4342;calabresa;9;Santa Catarina;assada;15/01/2024;PIX
4343;carne com queijo;17;Bahia;frita;18/01/2021;PIX
4344;calabresa com cream cheese;22;São Paulo;assada;08/07/2021;DINHEIRO
4345;pizza;10;Maranhão;assada;01/08/2021;DÉBITO
4346;calabresa com queijo;15;Maranhão;frita;29/12/2018;CRÉDITO
4347;calabresa com cream cheese;22;Rio de Janeiro;frita;17/06/2018;DÉBITO
4348;carne;12;Rio de Janeiro;frita;11/04/2024;DINHEIRO
4349;frango com cream cheese;20;Rio Grande do Sul;frita;30/04/2019;DINHEIRO
4350;calabresa;9;Santa Catarina;assada;14/04/2020;CRÉDITO
4351;frango com queijo;16;Santa Catarina;frita;02/03/2022;DÉBITO
4352;calabresa com cream cheese;22;Mato Grosso do Sul;frita;12/11/2022;DINHEIRO
4353;frango com cream cheese;20;Ceará;assada;29/01/2023;CRÉDITO
4354;carne com cream cheese;21;São Paulo;frita;07/06/2023;DINHEIRO
4355;carne;12;São Paulo;assada;16/05/2019;DINHEIRO
4356;calabresa;9;Rio de Janeiro;assada;05/04/2021;PIX
4357;calabresa com cream cheese;22;Ceará;frita;18/01/2020;CRÉDITO
4358;carne com queijo;17;Rio Grande do Sul;assada;18/02/2019;DÉBITO
4359;calabresa com queijo;15;Maranhão;assada;03/05/2023;DÉBITO
4360;frango com cream cheese;20;Alagoas;assada;21/11/2018;CRÉDITO
4361;frango com queijo;16;Rio Grande do Sul;assada;14/03/2022;DÉBITO
4362;carne;12;Ceará;assada;27/06/2021;DÉBITO
4363;carne;12;Ceará;frita;15/06/2022;DÉBITO
4364;frango;11;Rio de Janeiro;assada;06/05/2018;PIX
4365;frango com cream cheese;20;Bahia;frita;06/12/2021;DÉBITO
4366;frango;11;Bahia;frita;02/11/2019;DINHEIRO
4367;calabresa com queijo;15;Minas Gerais;assada;18/06/2019;DINHEIRO
4368;carne com queijo;17;Ceará;assada;14/02/2019;DÉBITO
4369;pizza;10;Rio de Janeiro;frita;13/08/2018;CRÉDITO
4370;frango com cream cheese;20;Santa Catarina;assada;10/07/2023;PIX
4371;carne;12;Minas Gerais;assada;21/07/2021;DÉBITO
4372;carne;12;Santa Catarina;frita;15/10/2022;DÉBITO
4373;calabresa com cream cheese;22;Ceará;assada;18/09/2023;DINHEIRO
4374;frango com cream cheese;20;São Paulo;assada;23/03/2024;DINHEIRO
4375;carne;12;Ceará;frita;16/03/2022;PIX
4376;carne com queijo;17;Minas Gerais;assada;27/12/2024;PIX
4377;frango com queijo;16;Ceará;assada;25/03/2023;CRÉDITO
4378;calabresa com cream cheese;22;Rio de Janeiro;frita;02/01/2023;DINHEIRO
4379;pizza;10;Bahia;frita;22/11/2024;CRÉDITO
4380;frango;11;Ceará;frita;26/06/2018;DÉBITO
4381;carne com queijo;17;Santa Catarina;assada;10/05/2020;CRÉDITO
4382;frango;11;São Paulo;assada;20/01/2024;DINHEIRO
4383;pizza;10;Rio Grande do Sul;assada;26/01/2022;DINHEIRO
4384;frango com cream cheese;20;Alagoas;frita;14/07/2022;CRÉDITO
4385;carne com cream cheese;21;Ceará;frita;17/09/2021;PIX
4386;frango com cream cheese;20;Alagoas;frita;15/05/2022;DINHEIRO
4387;calabresa com queijo;15;São Paulo;assada;07/12/2018;DINHEIRO
4388;calabresa;9;Alagoas;frita;08/10/2019;PIX
4389;pizza;10;Bahia;frita;11/08/2023;DINHEIRO
4390;carne com cream cheese;21;Rio Grande do Sul;assada;01/05/2022;DÉBITO
4391;calabresa com queijo;15;Rio Grande do Sul;assada;27/02/2019;PIX
4392;calabresa;9;Mato Grosso do Sul;assada;19/09/2023;DÉBITO
4393;frango com cream cheese;20;Mato Grosso do Sul;assada;09/11/2022;DÉBITO
4394;carne com cream cheese;21;Alagoas;assada;01/02/2023;CRÉDITO
4395;calabresa com queijo;15;Rio de Janeiro;assada;08/12/2024;PIX
4396;frango;11;Maranhão;assada;21/06/2023;CRÉDITO
4397;calabresa com queijo;15;São Paulo;assada;19/11/2022;DÉBITO
4398;carne com cream cheese;21;Ceará;assada;21/12/2019;DÉBITO
4399;calabresa com cream cheese;22;São Paulo;frita;27/10/2020;PIX
4400;frango com queijo;16;Minas Gerais;frita;19/12/2021;DÉBITO
4401;carne com cream cheese;21;Rio de Janeiro;frita;16/01/2022;CRÉDITO
4402;carne com cream cheese;21;São Paulo;frita;24/10/2021;PIX
4403;carne;12;São Paulo;frita;04/11/2022;PIX
4404;frango com cream cheese;20;Santa Catarina;assada;13/05/2019;DÉBITO
4405;frango com cream cheese;20;Ceará;frita;27/11/2018;DÉBITO
4406;calabresa com cream cheese;22;Alagoas;frita;11/12/2019;PIX
4407;frango com cream cheese;20;Mato Grosso do Sul;assada;19/04/2023;DÉBITO
4408;carne com queijo;17;Santa Catarina;frita;06/10/2022;DINHEIRO
4409;carne;12;Bahia;assada;06/07/2020;PIX
4410;frango;11;Mato Grosso do Sul;assada;27/05/2023;DINHEIRO
4411;carne com cream cheese;21;Alagoas;assada;23/09/2019;CRÉDITO
4412;pizza;10;Rio de Janeiro;frita;12/02/2021;PIX
4413;frango com cream cheese;20;Ceará;frita;15/09/2021;DINHEIRO
4414;pizza;10;Bahia;assada;18/08/2019;DÉBITO
4415;frango com queijo;16;São Paulo;assada;18/04/2019;DÉBITO
4416;frango;11;Minas Gerais;frita;13/07/2022;DINHEIRO
4417;frango com cream cheese;20;Rio de Janeiro;frita;26/03/2021;PIX
4418;carne;12;Mato Grosso do Sul;frita;24/07/2024;PIX
4419;calabresa com cream cheese;22;Alagoas;assada;26/07/2021;DÉBITO
4420;calabresa;9;Minas Gerais;assada;06/04/2018;DINHEIRO
4421;carne com queijo;17;Ceará;frita;06/09/2023;DÉBITO
4422;pizza;10;Mato Grosso do Sul;frita;16/09/2024;DINHEIRO
4423;pizza;10;Minas Gerais;assada;07/04/2018;PIX
4424;frango com cream cheese;20;Rio Grande do Sul;frita;30/09/2018;DINHEIRO
4425;calabresa com queijo;15;Rio de Janeiro;assada;05/05/2023;CRÉDITO
4426;calabresa com cream cheese;22;Rio Grande do Sul;assada;18/08/2018;PIX
4427;carne com cream cheese;21;Alagoas;assada;08/05/2020;PIX
4428;frango com queijo;16;Alagoas;frita;02/04/2022;CRÉDITO
4429;frango;11;Santa Catarina;assada;18/07/2021;PIX
4430;calabresa com queijo;15;Rio de Janeiro;frita;05/10/2023;PIX
4431;frango com queijo;16;Rio de Janeiro;assada;15/05/2018;DÉBITO
4432;frango com queijo;16;Maranhão;frita;29/01/2024;PIX
4433;calabresa com cream cheese;22;São Paulo;assada;02/03/2022;DÉBITO
4434;frango;11;Rio de Janeiro;frita;20/01/2024;PIX
4435;calabresa com cream cheese;22;Maranhão;frita;01/04/2018;DÉBITO
4436;carne com cream cheese;21;Mato Grosso do Sul;frita;03/05/2024;PIX
4437;frango com cream cheese;20;Rio Grande do Sul;assada;14/03/2023;CRÉDITO
4438;frango com queijo;16;Mato Grosso do Sul;frita;09/02/2019;DINHEIRO
4439;frango com queijo;16;Ceará;frita;23/06/2019;DÉBITO
4440;calabresa com cream cheese;22;Rio de Janeiro;frita;31/10/2024;PIX
4441;carne com cream cheese;21;Ceará;assada;07/06/2023;DINHEIRO
4442;calabresa com queijo;15;Mato Grosso do Sul;frita;11/05/2023;CRÉDITO
4443;calabresa;9;Maranhão;frita;21/09/2019;PIX
4444;carne com queijo;17;Rio de Janeiro;frita;24/04/2023;DÉBITO
4445;carne;12;Minas Gerais;assada;05/07/2021;DÉBITO
4446;carne com queijo;17;Mato Grosso do Sul;frita;21/12/2021;CRÉDITO
4447;calabresa com cream cheese;22;Alagoas;assada;17/06/2018;PIX
4448;frango;11;Mato Grosso do Sul;assada;13/02/2021;CRÉDITO
4449;calabresa com queijo;15;Rio Grande do Sul;assada;12/01/2023;DINHEIRO
4450;calabresa;9;Rio Grande do Sul;assada;18/03/2024;PIX
4451;frango com cream cheese;20;Mato Grosso do Sul;assada;02/02/2023;PIX
4452;frango;11;Alagoas;frita;26/02/2019;DÉBITO
4453;calabresa com cream cheese;22;Mato Grosso do Sul;assada;05/05/2024;DÉBITO
4454;frango com queijo;16;Bahia;assada;10/11/2018;PIX
4455;carne;12;Bahia;assada;19/09/2023;PIX
4456;pizza;10;Alagoas;assada;04/01/2018;DÉBITO
4457;carne com queijo;17;Rio Grande do Sul;assada;02/08/2023;DÉBITO
4458;frango com cream cheese;20;Santa Catarina;assada;01/04/2019;DÉBITO
4459;carne;12;Bahia;assada;20/04/2020;DINHEIRO
4460;calabresa com queijo;15;São Paulo;assada;29/05/2021;DÉBITO
4461;calabresa com cream cheese;22;Maranhão;assada;02/12/2022;CRÉDITO
4462;carne com queijo;17;Maranhão;assada;11/11/2018;CRÉDITO
4463;calabresa;9;Alagoas;assada;12/01/2018;DÉBITO
4464;carne;12;Rio Grande do Sul;frita;14/04/2024;DINHEIRO
4465;carne com cream cheese;21;Santa Catarina;frita;22/09/2020;DÉBITO
4466;carne com queijo;17;Minas Gerais;frita;26/02/2023;PIX
4467;frango com cream cheese;20;Mato Grosso do Sul;frita;31/10/2020;DÉBITO
4468;frango;11;Bahia;frita;27/01/2022;CRÉDITO
4469;carne com queijo;17;Bahia;assada;23/07/2019;DÉBITO
4470;carne com cream cheese;21;Rio Grande do Sul;assada;01/12/2023;DINHEIRO
4471;frango com queijo;16;Mato Grosso do Sul;assada;28/07/2023;CRÉDITO
4472;carne com queijo;17;São Paulo;frita;17/10/2018;DÉBITO
4473;calabresa com cream cheese;22;Maranhão;frita;20/11/2018;DÉBITO
4474;frango com cream cheese;20;São Paulo;assada;23/01/2023;DÉBITO
4475;calabresa;9;Rio Grande do Sul;frita;12/01/2018;PIX
4476;frango com cream cheese;20;Alagoas;assada;09/01/2020;DÉBITO
4477;calabresa;9;Mato Grosso do Sul;assada;27/02/2019;PIX
4478;pizza;10;Santa Catarina;assada;04/09/2018;CRÉDITO
4479;carne;12;Minas Gerais;assada;25/11/2021;DÉBITO
4480;frango com cream cheese;20;São Paulo;assada;06/05/2018;DÉBITO
4481;carne;12;Rio Grande do Sul;frita;06/01/2021;DINHEIRO
4482;calabresa com cream cheese;22;Santa Catarina;assada;17/10/2022;PIX
4483;calabresa com queijo;15;Mato Grosso do Sul;frita;04/09/2022;DINHEIRO
4484;calabresa com queijo;15;São Paulo;frita;06/01/2023;DÉBITO
4485;pizza;10;Rio de Janeiro;frita;11/02/2020;DINHEIRO
4486;carne com cream cheese;21;Minas Gerais;frita;03/01/2022;CRÉDITO
4487;frango;11;Maranhão;frita;04/10/2024;DINHEIRO
4488;calabresa com cream cheese;22;São Paulo;frita;27/03/2019;DÉBITO
4489;carne com queijo;17;Santa Catarina;frita;24/07/2023;CRÉDITO
4490;pizza;10;Rio Grande do Sul;frita;27/08/2023;CRÉDITO
4491;calabresa;9;Mato Grosso do Sul;assada;06/12/2018;CRÉDITO
4492;frango;11;Alagoas;assada;28/09/2020;DINHEIRO
4493;frango com queijo;16;Ceará;frita;24/04/2018;DINHEIRO
4494;frango com queijo;16;Alagoas;frita;23/03/2019;DINHEIRO
4495;pizza;10;Minas Gerais;frita;10/02/2024;CRÉDITO
4496;pizza;10;Rio Grande do Sul;frita;20/06/2023;PIX
4497;frango;11;Rio Grande do Sul;frita;08/03/2020;PIX
4498;pizza;10;Santa Catarina;frita;17/09/2022;DINHEIRO
4499;calabresa com cream cheese;22;Rio de Janeiro;assada;16/12/2022;CRÉDITO
4500;carne;12;Ceará;assada;28/08/2021;PIX
4501;calabresa com queijo;15;Santa Catarina;frita;26/01/2021;PIX
4502;calabresa com cream cheese;22;Santa Catarina;frita;01/01/2021;PIX
4503;calabresa com queijo;15;Rio Grande do Sul;assada;11/12/2020;DINHEIRO
4504;carne com cream cheese;21;Ceará;frita;27/06/2020;PIX
4505;frango com queijo;16;Ceará;assada;08/10/2021;PIX
4506;frango com cream cheese;20;Alagoas;frita;11/01/2022;PIX
4507;calabresa com queijo;15;Mato Grosso do Sul;frita;01/02/2019;PIX
4508;frango;11;Bahia;assada;30/03/2020;CRÉDITO
4509;calabresa com cream cheese;22;Rio de Janeiro;frita;09/03/2022;CRÉDITO
4510;frango;11;Maranhão;frita;04/08/2018;DINHEIRO
4511;calabresa com queijo;15;Mato Grosso do Sul;frita;09/10/2018;PIX
4512;calabresa;9;Rio Grande do Sul;assada;08/04/2018;CRÉDITO
4513;carne;12;Minas Gerais;frita;28/05/2024;DÉBITO
4514;carne com cream cheese;21;Bahia;frita;19/10/2019;PIX
4515;carne com cream cheese;21;Alagoas;assada;15/11/2021;PIX
4516;carne com queijo;17;Alagoas;frita;07/02/2019;PIX
4517;calabresa;9;Rio Grande do Sul;frita;25/12/2018;DÉBITO
4518;pizza;10;Minas Gerais;frita;08/05/2020;PIX
4519;frango;11;Minas Gerais;assada;27/04/2022;DÉBITO
4520;calabresa com cream cheese;22;Alagoas;assada;05/11/2019;CRÉDITO
4521;pizza;10;São Paulo;assada;26/02/2018;CRÉDITO
4522;calabresa com cream cheese;22;Minas Gerais;assada;05/04/2023;DÉBITO
4523;carne;12;Ceará;frita;04/10/2024;PIX
4524;pizza;10;Alagoas;assada;26/10/2023;DÉBITO
4525;frango com cream cheese;20;Rio Grande do Sul;frita;16/07/2019;CRÉDITO
4526;calabresa;9;Maranhão;assada;17/07/2023;DÉBITO
4527;frango com cream cheese;20;Bahia;assada;23/08/2022;DÉBITO
4528;calabresa com cream cheese;22;Minas Gerais;assada;25/11/2024;PIX
4529;calabresa com cream cheese;22;Rio Grande do Sul;frita;05/12/2018;DINHEIRO
4530;frango com cream cheese;20;Minas Gerais;assada;01/10/2018;DINHEIRO
4531;calabresa com queijo;15;Minas Gerais;frita;22/03/2019;CRÉDITO
4532;calabresa com cream cheese;22;Bahia;frita;03/12/2019;DÉBITO
4533;calabresa;9;São Paulo;assada;18/01/2018;PIX
4534;carne;12;Santa Catarina;assada;15/02/2021;CRÉDITO
4535;carne com queijo;17;São Paulo;assada;09/07/2023;PIX
4536;frango com cream cheese;20;São Paulo;frita;12/10/2024;DINHEIRO
4537;carne com queijo;17;Bahia;frita;08/09/2022;CRÉDITO
4538;carne;12;Rio Grande do Sul;frita;25/11/2019;DÉBITO
4539;calabresa com queijo;15;Alagoas;assada;24/09/2021;CRÉDITO
4540;frango com queijo;16;Minas Gerais;frita;15/08/2019;DINHEIRO
4541;frango com cream cheese;20;Maranhão;frita;08/02/2019;CRÉDITO
4542;pizza;10;Minas Gerais;assada;23/10/2024;DINHEIRO
4543;frango com queijo;16;Rio de Janeiro;frita;20/01/2021;CRÉDITO
4544;calabresa com queijo;15;Minas Gerais;frita;22/11/2018;CRÉDITO
4545;carne com cream cheese;21;Rio de Janeiro;frita;13/10/2018;CRÉDITO
4546;carne com cream cheese;21;Minas Gerais;frita;23/05/2021;PIX
4547;calabresa;9;Bahia;frita;03/03/2018;PIX
4548;frango com queijo;16;Santa Catarina;frita;27/06/2021;CRÉDITO
4549;calabresa;9;Santa Catarina;frita;31/10/2018;DINHEIRO
4550;frango;11;Minas Gerais;frita;18/05/2024;DÉBITO
4551;calabresa;9;Bahia;frita;04/03/2020;DÉBITO
4552;carne com queijo;17;Minas Gerais;frita;06/01/2018;DINHEIRO
4553;frango com queijo;16;Santa Catarina;frita;23/05/2022;CRÉDITO
4554;frango com queijo;16;Alagoas;frita;04/06/2019;CRÉDITO
4555;frango;11;Maranhão;assada;08/02/2021;CRÉDITO
4556;carne com cream cheese;21;Rio de Janeiro;frita;10/01/2022;CRÉDITO
4557;pizza;10;Bahia;assada;30/07/2018;PIX
4558;calabresa com cream cheese;22;Minas Gerais;assada;29/05/2021;DÉBITO
4559;calabresa com cream cheese;22;Ceará;frita;11/06/2018;DINHEIRO
4560;carne;12;Alagoas;assada;20/10/2020;CRÉDITO
4561;frango com queijo;16;Rio de Janeiro;assada;13/06/2018;DÉBITO
4562;pizza;10;Ceará;frita;29/02/2024;CRÉDITO
4563;frango com queijo;16;Alagoas;frita;07/02/2021;CRÉDITO
4564;pizza;10;Alagoas;assada;10/04/2024;PIX
4565;calabresa com cream cheese;22;Maranhão;frita;06/05/2023;PIX
4566;carne com queijo;17;Santa Catarina;frita;22/02/2023;PIX
4567;carne;12;Minas Gerais;frita;25/09/2019;DINHEIRO
4568;frango;11;Alagoas;frita;17/06/2020;CRÉDITO
4569;frango com cream cheese;20;Minas Gerais;assada;31/03/2019;PIX
4570;frango com cream cheese;20;Ceará;frita;08/03/2024;CRÉDITO
4571;calabresa;9;Rio de Janeiro;frita;17/05/2020;PIX
4572;frango com queijo;16;Bahia;assada;06/08/2020;PIX
4573;calabresa com queijo;15;Minas Gerais;assada;14/03/2021;DÉBITO
4574;frango com queijo;16;Rio de Janeiro;frita;05/04/2019;DINHEIRO
4575;carne;12;Bahia;frita;14/01/2023;DINHEIRO
4576;carne com queijo;17;Minas Gerais;assada;12/04/2020;CRÉDITO
4577;calabresa com queijo;15;Santa Catarina;frita;27/05/2021;CRÉDITO
4578;calabresa com cream cheese;22;São Paulo;assada;05/01/2018;PIX
4579;frango com queijo;16;Minas Gerais;assada;07/08/2022;PIX
4580;carne com queijo;17;Mato Grosso do Sul;frita;14/11/2024;DINHEIRO
4581;frango;11;Alagoas;frita;30/05/2018;DÉBITO
4582;calabresa com queijo;15;Rio Grande do Sul;frita;25/01/2018;DINHEIRO
4583;calabresa com queijo;15;Minas Gerais;assada;16/02/2020;CRÉDITO
4584;calabresa;9;São Paulo;assada;15/04/2024;DINHEIRO
4585;pizza;10;Rio Grande do Sul;assada;22/11/2018;PIX
4586;calabresa com queijo;15;Rio Grande do Sul;frita;24/07/2022;DINHEIRO
4587;calabresa;9;Ceará;assada;26/02/2020;PIX
4588;calabresa com cream cheese;22;São Paulo;assada;07/07/2021;DINHEIRO
4589;calabresa;9;Rio Grande do Sul;frita;03/05/2021;CRÉDITO
4590;pizza;10;São Paulo;frita;30/09/2018;CRÉDITO
4591;calabresa;9;São Paulo;assada;22/04/2022;DINHEIRO
4592;carne com cream cheese;21;Santa Catarina;frita;26/01/2020;PIX
4593;frango;11;Bahia;frita;15/08/2024;PIX
4594;calabresa com cream cheese;22;Maranhão;assada;16/05/2023;DINHEIRO
4595;calabresa;9;Mato Grosso do Sul;assada;30/06/2024;DÉBITO
4596;calabresa com cream cheese;22;Alagoas;frita;28/12/2020;CRÉDITO
4597;carne com queijo;17;Rio Grande do Sul;frita;13/07/2020;DÉBITO
4598;frango com queijo;16;Rio de Janeiro;frita;13/07/2020;CRÉDITO
4599;carne com queijo;17;Rio de Janeiro;assada;12/11/2024;DÉBITO
4600;pizza;10;Rio de Janeiro;assada;08/02/2021;PIX
4601;pizza;10;São Paulo;frita;01/10/2020;PIX
4602;frango com cream cheese;20;São Paulo;frita;24/11/2019;PIX
4603;calabresa;9;Bahia;frita;24/08/2018;PIX
4604;carne com queijo;17;Rio de Janeiro;assada;01/05/2018;DINHEIRO
4605;calabresa com queijo;15;Ceará;assada;09/12/2022;DINHEIRO
4606;calabresa com queijo;15;Alagoas;frita;25/03/2023;DÉBITO
4607;carne com queijo;17;São Paulo;assada;09/07/2019;DÉBITO
4608;calabresa com cream cheese;22;São Paulo;frita;19/08/2024;CRÉDITO
4609;pizza;10;Maranhão;assada;02/11/2019;CRÉDITO
4610;carne;12;Maranhão;frita;20/11/2018;DINHEIRO
4611;pizza;10;Ceará;assada;18/11/2024;DÉBITO
4612;calabresa com queijo;15;Ceará;frita;25/07/2020;CRÉDITO
4613;carne com cream cheese;21;São Paulo;frita;18/05/2023;PIX
4614;carne com cream cheese;21;Rio de Janeiro;frita;09/06/2022;CRÉDITO
4615;calabresa com queijo;15;Minas Gerais;frita;26/08/2019;PIX
4616;calabresa com cream cheese;22;Ceará;assada;22/09/2019;DINHEIRO
4617;calabresa;9;Alagoas;frita;30/03/2023;DÉBITO
4618;calabresa com queijo;15;Rio de Janeiro;assada;04/04/2022;CRÉDITO
4619;calabresa com cream cheese;22;Minas Gerais;frita;23/10/2021;PIX
4620;frango com queijo;16;Minas Gerais;assada;31/01/2019;DÉBITO
4621;calabresa com cream cheese;22;Mato Grosso do Sul;frita;18/06/2020;DÉBITO
4622;pizza;10;Alagoas;frita;20/09/2021;DÉBITO
4623;frango com cream cheese;20;Minas Gerais;frita;02/02/2018;DÉBITO
4624;pizza;10;Alagoas;assada;18/10/2022;CRÉDITO
4625;carne;12;Maranhão;frita;04/12/2020;DINHEIRO
4626;frango;11;Alagoas;frita;18/04/2019;DINHEIRO
4627;pizza;10;Santa Catarina;frita;14/05/2018;CRÉDITO
4628;frango com cream cheese;20;Bahia;assada;12/07/2020;CRÉDITO
4629;calabresa com queijo;15;Rio Grande do Sul;frita;09/10/2023;DÉBITO
4630;carne com queijo;17;Mato Grosso do Sul;assada;25/10/2019;PIX
4631;calabresa;9;São Paulo;assada;25/09/2021;DÉBITO
4632;frango;11;Minas Gerais;frita;07/01/2018;DÉBITO
4633;calabresa com cream cheese;22;Alagoas;assada;30/04/2021;DÉBITO
4634;frango com cream cheese;20;Santa Catarina;assada;29/05/2024;CRÉDITO
4635;carne com cream cheese;21;Minas Gerais;assada;07/04/2018;DINHEIRO
4636;carne;12;Santa Catarina;frita;16/10/2018;PIX
4637;calabresa;9;Rio Grande do Sul;assada;30/10/2018;DÉBITO
4638;carne com queijo;17;Rio de Janeiro;assada;19/09/2018;PIX
4639;frango com cream cheese;20;Santa Catarina;frita;09/02/2022;DINHEIRO
4640;frango com cream cheese;20;Alagoas;assada;29/04/2018;PIX
4641;calabresa com cream cheese;22;Rio de Janeiro;assada;28/04/2022;DINHEIRO
4642;frango com cream cheese;20;Mato Grosso do Sul;frita;13/08/2021;CRÉDITO
4643;pizza;10;Alagoas;assada;16/08/2024;CRÉDITO
4644;frango com cream cheese;20;Alagoas;frita;10/07/2022;PIX
4645;carne com cream cheese;21;Maranhão;assada;18/09/2022;CRÉDITO
4646;carne;12;Alagoas;assada;22/09/2024;CRÉDITO
4647;calabresa;9;São Paulo;frita;08/01/2024;PIX
4648;calabresa;9;Ceará;assada;18/06/2020;CRÉDITO
4649;calabresa;9;Rio de Janeiro;assada;20/09/2022;CRÉDITO
4650;frango;11;São Paulo;assada;19/03/2020;DINHEIRO
4651;pizza;10;São Paulo;frita;06/02/2020;CRÉDITO
4652;carne com queijo;17;São Paulo;frita;11/04/2024;DÉBITO
4653;carne;12;Mato Grosso do Sul;frita;18/09/2022;DÉBITO
4654;frango;11;São Paulo;assada;23/07/2022;DINHEIRO
4655;frango;11;Alagoas;frita;18/06/2022;DÉBITO
4656;pizza;10;Rio de Janeiro;assada;08/01/2021;PIX
4657;carne com queijo;17;Maranhão;assada;13/08/2019;CRÉDITO
4658;frango com cream cheese;20;Mato Grosso do Sul;frita;14/03/2023;PIX
4659;carne com queijo;17;Rio Grande do Sul;assada;30/06/2018;PIX
4660;carne com queijo;17;Mato Grosso do Sul;assada;26/07/2023;DINHEIRO
4661;frango;11;Alagoas;frita;04/03/2023;PIX
4662;frango;11;Ceará;frita;07/01/2018;CRÉDITO
4663;frango com cream cheese;20;Mato Grosso do Sul;frita;09/01/2020;PIX
4664;frango com cream cheese;20;Maranhão;assada;12/06/2021;DINHEIRO
4665;frango;11;Santa Catarina;assada;10/02/2020;CRÉDITO
4666;frango com cream cheese;20;Alagoas;frita;11/02/2023;CRÉDITO
4667;calabresa com cream cheese;22;Santa Catarina;frita;14/05/2019;PIX
4668;carne;12;Minas Gerais;frita;23/09/2022;PIX
4669;calabresa com queijo;15;Mato Grosso do Sul;frita;07/10/2023;PIX
4670;frango;11;Alagoas;assada;24/09/2024;DÉBITO
4671;carne;12;Alagoas;assada;04/02/2018;DÉBITO
4672;calabresa;9;Mato Grosso do Sul;frita;26/06/2019;DÉBITO
4673;calabresa com queijo;15;Mato Grosso do Sul;assada;17/01/2019;CRÉDITO
4674;calabresa;9;Minas Gerais;frita;10/07/2018;DINHEIRO
4675;calabresa;9;Minas Gerais;assada;14/12/2022;DÉBITO
4676;frango com queijo;16;Mato Grosso do Sul;frita;13/09/2021;DÉBITO
4677;carne com queijo;17;Mato Grosso do Sul;frita;17/05/2023;PIX
4678;carne;12;Rio Grande do Sul;frita;09/03/2020;DINHEIRO
4679;frango com queijo;16;Alagoas;frita;19/11/2018;DÉBITO
4680;calabresa;9;Mato Grosso do Sul;assada;17/11/2023;DÉBITO
4681;frango com cream cheese;20;Rio de Janeiro;frita;14/10/2021;DÉBITO
4682;carne com queijo;17;Bahia;frita;21/05/2023;DÉBITO
4683;calabresa com queijo;15;Santa Catarina;frita;15/04/2019;PIX
4684;pizza;10;Rio de Janeiro;frita;26/03/2021;DÉBITO
4685;frango com cream cheese;20;São Paulo;frita;24/06/2018;CRÉDITO
4686;frango com cream cheese;20;São Paulo;assada;17/10/2020;CRÉDITO
4687;carne com cream cheese;21;Ceará;frita;06/06/2021;CRÉDITO
4688;carne;12;Rio Grande do Sul;frita;12/06/2022;CRÉDITO
4689;frango com cream cheese;20;Ceará;frita;02/09/2020;DÉBITO
4690;frango com cream cheese;20;Bahia;assada;30/10/2019;DINHEIRO
